ID,date,station,Latitude,Longitude,LULC_Class,Area_ha,lulc_urban_pct,soil_infiltration_mmhr,LandUse_Class,Flood_Severity,Flood_Severity_Class,discharge_m3s
226,"Tuesday, August 14, 1990",Hadejia,12.870579,8.425221,Water Body,104.5,2,19.7,Bareland,2,2,25.96
227,"Wednesday, August 15, 1990",Hadejia,12.504053,8.92402,Water Body,399.14,1.9,15.7,Built-up,2,4,23.28
228,"Thursday, August 16, 1990",Hadejia,11.811046,8.71077,Water Body,463.9,1,20.1,Bareland,0,1,22.11
229,"Friday, August 17, 1990",Hadejia,12.155402,9.265518,Bare Land,245.11,2,16.2,Bareland,3,2,22.18
230,"Saturday, August 18, 1990",Hadejia,11.35327,8.175716,Water Body,160.43,2.3,16.4,Wetland,0,1,21.8
231,"Sunday, August 19, 1990",Hadejia,12.115811,9.528603,Built-up,243.03,2.3,17,Forest,3,4,24.04
232,"Monday, August 20, 1990",Hadejia,12.832475,9.898037,Water Body,25.61,2.2,13.9,Agriculture,3,3,21.34
233,"Tuesday, August 21, 1990",Hadejia,11.834568,8.70789,Water Body,441.61,2,18.6,Built-up,3,1,20.86
234,"Wednesday, August 22, 1990",Hadejia,12.386371,8.910116,Forest,482.38,2,21.2,Forest,2,3,16.95
235,"Thursday, August 23, 1990",Hadejia,12.23699,8.949611,Forest,358.74,2.3,16.5,Bareland,0,1,18.6
236,"Friday, August 24, 1990",Hadejia,11.559817,8.718853,Grassland,306.52,1.5,21,Agriculture,2,3,19.6
237,"Saturday, August 25, 1990",Hadejia,11.080849,9.482711,Forest,151.39,2.5,10.8,Forest,1,2,20.78
238,"Sunday, August 26, 1990",Hadejia,12.011542,8.666768,Agriculture,397.04,2.3,19.4,Wetland,0,2,19.14
239,"Monday, August 27, 1990",Hadejia,11.345077,8.333607,Agriculture,324.42,2.6,13.7,Built-up,3,1,17.27
240,"Tuesday, August 28, 1990",Hadejia,11.248051,8.361142,Agriculture,119.78,2.1,19.4,Wetland,2,2,17.57
241,"Wednesday, August 29, 1990",Hadejia,12.865242,9.511111,Agriculture,195.3,1.8,14.2,Bareland,2,2,17.61
242,"Thursday, August 30, 1990",Hadejia,12.524332,9.58421,Bare Land,277.74,2.1,20.7,Bareland,0,2,16.38
243,"Friday, August 31, 1990",Hadejia,12.860604,8.788251,Bare Land,397.28,2.2,13.4,Forest,0,1,15.47
244,"Saturday, September 1, 1990",Hadejia,12.276575,8.960678,Bare Land,454.24,2.6,18.8,Bareland,3,3,14.01
245,"Sunday, September 2, 1990",Hadejia,12.244068,8.52077,Bare Land,187.03,1.9,16.5,Agriculture,3,3,11.82
246,"Monday, September 3, 1990",Hadejia,12.271113,8.819302,Water Body,114.89,1.9,16.6,Agriculture,1,2,12.66
247,"Tuesday, September 4, 1990",Hadejia,11.564754,8.661874,Water Body,403.85,2.3,16.7,Bareland,3,4,12.75
248,"Wednesday, September 5, 1990",Hadejia,11.059505,8.343839,Grassland,86.68,1.9,16.7,Forest,2,4,12.89
249,"Thursday, September 6, 1990",Hadejia,12.012488,9.912767,Forest,370.7,1.8,19.2,Agriculture,1,3,12.67
250,"Friday, September 7, 1990",Hadejia,11.087996,8.491359,Bare Land,273.71,1.8,18.1,Built-up,1,3,14.07
251,"Saturday, September 8, 1990",Hadejia,11.999438,8.766962,Bare Land,47.68,1.4,18.3,Forest,1,3,13.94
252,"Sunday, September 9, 1990",Hadejia,12.709773,8.12679,Bare Land,423.3,1.8,18.5,Forest,0,0,12.34
253,"Monday, September 10, 1990",Hadejia,12.573996,9.358197,Agriculture,349.38,2.1,13.3,Agriculture,3,2,12.65
254,"Tuesday, September 11, 1990",Hadejia,11.850524,9.844478,Grassland,370,2,21.7,Bareland,1,3,11.95
255,"Wednesday, September 12, 1990",Hadejia,11.601624,8.207694,Agriculture,136.81,2.1,16.7,Wetland,0,4,12.02
256,"Thursday, September 13, 1990",Hadejia,11.890605,8.700186,Built-up,441.46,2.4,16.4,Built-up,0,1,12.03
257,"Friday, September 14, 1990",Hadejia,12.561814,9.977879,Built-up,206.31,2.7,16.6,Wetland,1,1,10.45
258,"Saturday, September 15, 1990",Hadejia,12.335738,9.062928,Built-up,257.07,1.9,18.1,Forest,1,1,10.52
259,"Sunday, September 16, 1990",Hadejia,11.077248,8.167995,Grassland,121.72,1.7,20.9,Agriculture,2,0,10.34
260,"Monday, September 17, 1990",Hadejia,11.947958,9.509559,Bare Land,222.84,1.9,20,Bareland,1,2,9.08
261,"Tuesday, September 18, 1990",Hadejia,12.832464,9.007216,Grassland,97.48,2.2,18.7,Forest,2,2,9.05
262,"Wednesday, September 19, 1990",Hadejia,12.812099,9.635295,Grassland,94.34,2.7,15.2,Built-up,1,1,8.84
263,"Thursday, September 20, 1990",Hadejia,12.602971,9.769618,Grassland,39.29,2,16.6,Forest,1,2,9.72
264,"Friday, September 21, 1990",Hadejia,12.775081,9.288214,Grassland,113.88,2.1,16.1,Built-up,3,3,9.84
265,"Saturday, September 22, 1990",Hadejia,11.681817,9.228734,Bare Land,332.92,1.9,16,Bareland,1,1,9.46
266,"Sunday, September 23, 1990",Hadejia,11.995153,9.924198,Bare Land,378.99,2,22.9,Built-up,1,1,9.46
267,"Monday, September 24, 1990",Hadejia,12.623768,8.231228,Bare Land,397.92,2.4,19.2,Built-up,2,2,9.46
268,"Tuesday, September 25, 1990",Hadejia,11.931549,8.833297,Forest,333.81,2.2,15.9,Agriculture,2,1,9.5
269,"Wednesday, September 26, 1990",Hadejia,11.02612,9.698729,Agriculture,111.3,2,17.6,Bareland,3,4,9.61
270,"Thursday, September 27, 1990",Hadejia,11.81937,9.706704,Grassland,388.93,2.1,20.8,Forest,1,1,8.54
271,"Friday, September 28, 1990",Hadejia,11.581593,9.928557,Built-up,114.17,1.9,13,Forest,1,1,8.42
272,"Saturday, September 29, 1990",Hadejia,12.641179,8.722065,Forest,69.24,2.4,15.5,Bareland,2,2,9.1
273,"Sunday, September 30, 1990",Hadejia,12.667456,9.896573,Bare Land,96.43,2.6,15.5,Wetland,0,2,9.1
274,"Monday, October 1, 1990",Hadejia,12.491594,8.580309,Built-up,29.01,1.7,15.3,Bareland,0,1,9.55
275,"Tuesday, October 2, 1990",Hadejia,11.896689,9.013803,Bare Land,150.22,1.8,16.8,Bareland,0,1,9.51
276,"Wednesday, October 3, 1990",Hadejia,12.181143,8.688908,Bare Land,100.93,1.9,18.3,Built-up,2,1,9.43
277,"Thursday, October 4, 1990",Hadejia,12.582306,8.259436,Water Body,294.36,2.3,17.1,Built-up,2,0,9.61
278,"Friday, October 5, 1990",Hadejia,12.077581,9.732104,Built-up,452.43,1.9,15.6,Built-up,0,3,9.48
279,"Saturday, October 6, 1990",Hadejia,11.409703,8.582293,Bare Land,29.03,2.3,15.9,Forest,0,2,8.8
280,"Sunday, October 7, 1990",Hadejia,11.148284,8.66824,Bare Land,218.38,1.5,14.7,Agriculture,1,2,9.04
281,"Monday, October 8, 1990",Hadejia,12.296143,9.730098,Bare Land,284.48,2,17.7,Wetland,2,1,8.71
282,"Tuesday, October 9, 1990",Hadejia,12.542527,9.231164,Grassland,26.43,2,13.4,Built-up,2,1,8.71
283,"Wednesday, October 10, 1990",Hadejia,11.297974,8.545923,Built-up,413.18,1.7,15.6,Wetland,0,1,8.75
284,"Thursday, October 11, 1990",Hadejia,12.493522,8.097269,Forest,409.4,2,17,Wetland,0,1,8.59
285,"Friday, October 12, 1990",Hadejia,11.93384,8.856209,Forest,55.44,2.3,16.7,Agriculture,3,1,8.5
286,"Saturday, October 13, 1990",Hadejia,11.374033,8.09415,Built-up,457.31,2,20.4,Agriculture,2,1,8.5
287,"Sunday, October 14, 1990",Hadejia,11.573366,8.139757,Bare Land,237.17,2.1,18.8,Forest,3,4,8.25
288,"Monday, October 15, 1990",Hadejia,11.397166,9.821592,Built-up,241.14,2.4,15.5,Bareland,1,3,8.27
289,"Tuesday, October 16, 1990",Hadejia,11.369567,8.496016,Agriculture,128.35,1.7,14.2,Agriculture,3,1,8.54
290,"Wednesday, October 17, 1990",Hadejia,11.772694,9.72927,Water Body,308.32,2.1,15.4,Built-up,0,1,8.43
291,"Thursday, October 18, 1990",Hadejia,12.617198,8.878154,Forest,108.84,1.1,16.5,Bareland,2,1,8.51
292,"Friday, October 19, 1990",Hadejia,11.087124,9.676815,Bare Land,63.13,1.6,18.3,Wetland,2,2,8.51
293,"Saturday, October 20, 1990",Hadejia,11.979088,8.265627,Grassland,283.56,2.2,16.2,Forest,3,2,8.64
294,"Sunday, October 21, 1990",Hadejia,11.345071,8.531041,Bare Land,153.05,1.8,16.5,Bareland,3,1,8.68
295,"Monday, October 22, 1990",Hadejia,11.053761,8.324167,Built-up,103.36,2.1,19.6,Agriculture,1,2,8.67
296,"Tuesday, October 23, 1990",Hadejia,12.024428,9.168322,Forest,447.21,1.5,19.8,Wetland,1,1,8.4
297,"Wednesday, October 24, 1990",Hadejia,12.01216,8.395977,Agriculture,129.81,1.2,17.5,Bareland,0,1,8.4
298,"Thursday, October 25, 1990",Hadejia,12.925107,8.274769,Water Body,157.13,1.8,17.5,Agriculture,0,2,8.29
299,"Friday, October 26, 1990",Hadejia,12.220127,9.69035,Forest,76.08,1.8,17,Wetland,0,1,8.29
300,"Saturday, October 27, 1990",Hadejia,12.483361,9.047223,Forest,137.53,1.9,19.8,Agriculture,3,1,8.15
301,"Sunday, October 28, 1990",Hadejia,11.70679,9.980082,Water Body,114.53,2.4,15.9,Wetland,3,1,8.16
302,"Monday, October 29, 1990",Hadejia,11.259479,8.015771,Built-up,171.2,1.4,17.8,Built-up,2,1,8.05
303,"Tuesday, October 30, 1990",Hadejia,11.521076,8.461756,Water Body,303.82,1.8,18.4,Built-up,0,2,8.78
304,"Wednesday, October 31, 1990",Hadejia,11.266214,8.375843,Bare Land,204.27,1.9,19.5,Forest,3,2,9.01
305,"Thursday, November 1, 1990",Hadejia,11.678967,8.94974,Forest,199.64,2,15.1,Wetland,2,3,9.01
306,"Friday, November 2, 1990",Hadejia,12.016501,9.053072,Water Body,319.05,2.3,18.3,Forest,0,0,9.46
307,"Saturday, November 3, 1990",Hadejia,11.58327,9.847574,Bare Land,109.86,2,14.4,Agriculture,1,3,9.54
308,"Sunday, November 4, 1990",Hadejia,12.591254,9.610598,Bare Land,229.78,2.2,16.3,Forest,1,0,9.68
309,"Monday, November 5, 1990",Hadejia,12.659182,8.509346,Forest,6.72,2.4,16.5,Bareland,3,1,9.68
310,"Tuesday, November 6, 1990",Hadejia,11.173144,8.867876,Grassland,173.6,1.6,16.9,Agriculture,2,2,9.01
311,"Wednesday, November 7, 1990",Hadejia,12.661068,9.579353,Agriculture,453.18,2.3,17.2,Forest,1,1,8.77
312,"Thursday, November 8, 1990",Hadejia,11.506038,8.714247,Grassland,71.96,1.9,13.2,Bareland,2,1,8.77
313,"Friday, November 9, 1990",Hadejia,11.451235,9.158637,Agriculture,15.65,2,17,Agriculture,2,2,8.32
314,"Saturday, November 10, 1990",Hadejia,12.315299,8.299905,Forest,114.39,2,21,Wetland,1,3,8.24
315,"Sunday, November 11, 1990",Hadejia,12.335468,8.005486,Agriculture,185.65,2.1,16,Forest,2,1,8.06
316,"Monday, November 12, 1990",Hadejia,11.028404,9.450765,Forest,40.39,1.6,15.7,Agriculture,1,2,8.06
317,"Tuesday, November 13, 1990",Hadejia,11.389416,9.663487,Built-up,355.01,1.5,18.2,Forest,3,4,8.16
318,"Wednesday, November 14, 1990",Hadejia,12.697457,9.974422,Agriculture,293.04,1.8,17.7,Wetland,0,2,8.21
319,"Thursday, November 15, 1990",Hadejia,12.737976,8.978649,Forest,41.55,2.2,12.1,Wetland,0,2,8.21
320,"Friday, November 16, 1990",Hadejia,11.32037,9.531504,Bare Land,466.78,2.4,20.3,Agriculture,3,2,8.42
321,"Saturday, November 17, 1990",Hadejia,12.089382,9.871738,Forest,452.17,1.8,16.4,Built-up,1,1,8.42
322,"Sunday, November 18, 1990",Hadejia,11.808515,8.870739,Water Body,89.21,2.3,15.7,Wetland,1,2,8.42
323,"Monday, November 19, 1990",Hadejia,11.452364,9.990317,Grassland,259.04,1.9,17.1,Agriculture,1,1,8.49
324,"Tuesday, November 20, 1990",Hadejia,11.598856,9.672893,Bare Land,222.81,2.1,17.3,Built-up,1,2,8.33
325,"Wednesday, November 21, 1990",Hadejia,12.779556,9.801652,Bare Land,284.3,1.8,14.6,Wetland,3,1,8.28
326,"Thursday, November 22, 1990",Hadejia,12.258917,9.912082,Agriculture,413.85,2,18.1,Bareland,0,2,8.28
327,"Friday, November 23, 1990",Hadejia,12.20957,8.583065,Forest,31.62,1.7,16.4,Built-up,2,1,8.17
328,"Saturday, November 24, 1990",Hadejia,11.16692,8.0229,Bare Land,316.85,2,14.4,Bareland,2,3,8.17
329,"Sunday, November 25, 1990",Hadejia,12.051433,8.957984,Water Body,297.19,2.3,21.2,Forest,0,1,8.2
330,"Monday, November 26, 1990",Hadejia,11.317429,8.417116,Grassland,180.02,1.9,16,Forest,3,0,8.17
331,"Tuesday, November 27, 1990",Hadejia,12.998374,8.436253,Bare Land,122.42,2.1,16.5,Bareland,2,1,8.22
332,"Wednesday, November 28, 1990",Hadejia,12.536955,9.819142,Bare Land,230.25,2.1,15.3,Built-up,0,2,8.35
333,"Thursday, November 29, 1990",Hadejia,12.481789,8.131969,Forest,5.97,2.3,17.3,Agriculture,3,4,8.35
334,"Friday, November 30, 1990",Hadejia,11.668947,8.598541,Built-up,42.22,1.4,15.2,Built-up,2,2,8.29
335,"Saturday, December 1, 1990",Hadejia,11.021583,9.204294,Grassland,264.22,2.2,17.9,Built-up,1,0,8.6
336,"Sunday, December 2, 1990",Hadejia,12.11326,8.228486,Forest,77.43,1.7,17,Bareland,1,0,8.56
337,"Monday, December 3, 1990",Hadejia,11.853108,8.23994,Agriculture,308.41,1.6,17.7,Bareland,3,3,8.61
338,"Tuesday, December 4, 1990",Hadejia,11.485679,8.784143,Agriculture,95.96,1.8,15.9,Built-up,1,2,8.56
339,"Wednesday, December 5, 1990",Hadejia,12.734469,9.426167,Built-up,296.03,1.7,18.8,Wetland,3,4,8.51
340,"Thursday, December 6, 1990",Hadejia,12.335635,8.828671,Grassland,363.45,2.1,17.8,Built-up,0,1,8.79
341,"Friday, December 7, 1990",Hadejia,11.513276,8.10664,Agriculture,389.66,1.7,19,Bareland,0,0,8.76
342,"Saturday, December 8, 1990",Hadejia,12.799275,8.95486,Agriculture,9.16,2.2,14.9,Built-up,2,2,8.45
343,"Sunday, December 9, 1990",Hadejia,11.685088,9.556765,Water Body,33.98,1.4,18.5,Bareland,3,1,8.45
344,"Monday, December 10, 1990",Hadejia,11.110399,8.895098,Built-up,9.01,2.3,20.5,Wetland,2,3,8.5
345,"Tuesday, December 11, 1990",Hadejia,11.888722,9.433024,Built-up,434,1.5,17.5,Bareland,2,1,8.5
346,"Wednesday, December 12, 1990",Hadejia,12.1912,8.913393,Agriculture,86.48,2.1,19.6,Bareland,0,2,8.42
347,"Thursday, December 13, 1990",Hadejia,12.188875,9.402859,Grassland,146.53,1.8,15.9,Bareland,2,1,8.14
348,"Friday, December 14, 1990",Hadejia,12.948388,8.033101,Forest,406.33,1.9,18.3,Wetland,1,3,23.64
349,"Saturday, December 15, 1990",Hadejia,11.255053,8.681523,Grassland,431.24,1.7,17.5,Bareland,2,1,23.64
350,"Sunday, December 16, 1990",Hadejia,12.791076,8.839497,Agriculture,120.8,1.4,18.3,Bareland,3,2,23.75
351,"Monday, December 17, 1990",Hadejia,11.313586,9.802056,Built-up,26,1.9,15.7,Bareland,1,4,23.72
352,"Tuesday, December 18, 1990",Hadejia,11.466222,8.873663,Grassland,311.62,1.6,19.5,Forest,0,1,23.72
353,"Wednesday, December 19, 1990",Hadejia,11.047513,8.896118,Water Body,440.93,1.6,14.8,Wetland,3,4,23.72
354,"Thursday, December 20, 1990",Hadejia,12.726707,8.684344,Agriculture,115.92,1.9,16.6,Forest,1,2,23.78
355,"Friday, December 21, 1990",Hadejia,11.156322,8.966184,Built-up,402.31,1.9,16.3,Agriculture,3,0,8.33
356,"Saturday, December 22, 1990",Hadejia,12.51844,8.890468,Forest,182.58,2,15.8,Forest,1,2,8.33
357,"Sunday, December 23, 1990",Hadejia,12.830998,8.06709,Grassland,406.23,2.1,14.9,Wetland,3,3,8.27
358,"Monday, December 24, 1990",Hadejia,12.914825,9.700727,Built-up,194.6,1.6,17.6,Agriculture,3,1,8.16
359,"Tuesday, December 25, 1990",Hadejia,12.624367,9.009196,Forest,307.29,1.6,14.2,Wetland,1,2,8.53
360,"Wednesday, December 26, 1990",Hadejia,12.445011,8.765617,Water Body,427.4,2.2,18,Wetland,0,4,8.63
361,"Thursday, December 27, 1990",Hadejia,11.517148,8.451861,Forest,183.74,1.9,16.1,Built-up,0,1,8.68
362,"Friday, December 28, 1990",Hadejia,11.376935,9.223736,Forest,44.84,2.6,17.3,Bareland,3,1,8.7
363,"Saturday, December 29, 1990",Hadejia,11.43116,8.897431,Built-up,491.55,1.4,17.9,Wetland,3,1,8.74
364,"Sunday, December 30, 1990",Hadejia,12.266834,9.135741,Agriculture,252.45,2.1,14.8,Bareland,0,1,9.06
365,"Monday, December 31, 1990",Hadejia,12.430318,9.105886,Built-up,95.2,1.8,18.6,Forest,0,3,9.8
366,"Tuesday, January 1, 1991",Hadejia,12.261554,8.504948,Bare Land,279.71,2.1,20.6,Forest,2,1,9.7
367,"Wednesday, January 2, 1991",Hadejia,11.744636,9.69092,Grassland,97.15,2.1,18.4,Built-up,0,1,9.85
368,"Thursday, January 3, 1991",Hadejia,11.531669,9.490513,Agriculture,179.08,2.7,13.4,Built-up,3,1,9.8
369,"Friday, January 4, 1991",Hadejia,12.79587,9.942377,Built-up,179.86,1.8,17.8,Bareland,1,1,9.72
370,"Saturday, January 5, 1991",Hadejia,11.495299,9.332541,Agriculture,358.86,1.8,14.8,Bareland,0,1,9.88
371,"Sunday, January 6, 1991",Hadejia,11.685017,9.800367,Water Body,283.84,2.5,12.9,Forest,2,0,9.44
372,"Monday, January 7, 1991",Hadejia,11.41188,8.907655,Agriculture,139.9,2.8,15.6,Forest,2,1,8.63
373,"Tuesday, January 8, 1991",Hadejia,11.54204,8.578865,Grassland,399.89,2.1,14.8,Built-up,2,0,8.63
374,"Wednesday, January 9, 1991",Hadejia,12.716256,9.628695,Agriculture,355.47,2.6,16.9,Wetland,1,1,8.49
375,"Thursday, January 10, 1991",Hadejia,11.36925,8.52576,Built-up,390.65,2.6,18.6,Wetland,0,4,8.41
376,"Friday, January 11, 1991",Hadejia,12.745206,8.803909,Agriculture,456.46,2.4,16.8,Agriculture,0,3,8.41
377,"Saturday, January 12, 1991",Hadejia,12.295315,8.919618,Grassland,45.51,2.4,17,Built-up,0,2,8.27
378,"Sunday, January 13, 1991",Hadejia,11.936431,9.360577,Bare Land,329.69,2.2,14.8,Bareland,1,4,8.65
379,"Monday, January 14, 1991",Hadejia,11.955981,9.596987,Built-up,478.62,2.6,18.1,Built-up,1,2,8.66
380,"Tuesday, January 15, 1991",Hadejia,11.577704,9.353923,Built-up,184.25,2.5,18,Wetland,3,2,8.66
381,"Wednesday, January 16, 1991",Hadejia,12.559601,8.31517,Built-up,245.56,2.1,18.1,Wetland,2,1,8.51
382,"Thursday, January 17, 1991",Hadejia,11.422436,9.869218,Water Body,441.3,1.8,15.7,Forest,2,2,8.51
383,"Friday, January 18, 1991",Hadejia,11.233042,9.269285,Forest,458.62,2.1,17.6,Wetland,0,1,8.51
384,"Saturday, January 19, 1991",Hadejia,11.47157,8.875264,Bare Land,366.3,2,20.4,Built-up,1,2,8.51
385,"Sunday, January 20, 1991",Hadejia,11.129328,9.727858,Bare Land,283.02,2.3,15.8,Forest,1,4,8.14
386,"Monday, January 21, 1991",Hadejia,11.635288,9.641564,Forest,37.32,2.4,16.4,Forest,0,3,8.06
387,"Tuesday, January 22, 1991",Hadejia,11.558116,9.304143,Water Body,413.44,2.4,16.8,Forest,0,0,8.06
388,"Wednesday, January 23, 1991",Hadejia,12.52814,9.823816,Water Body,407,2.4,16.9,Agriculture,3,1,8.06
389,"Thursday, January 24, 1991",Hadejia,12.9882,8.770471,Built-up,198.91,2.4,14.2,Bareland,2,1,8.23
390,"Friday, January 25, 1991",Hadejia,12.143616,8.304778,Water Body,461.55,2.3,15.1,Agriculture,2,3,8.3
391,"Saturday, January 26, 1991",Hadejia,11.069762,9.505651,Grassland,134.06,2.3,17.7,Bareland,2,3,8.28
392,"Sunday, January 27, 1991",Hadejia,12.103738,9.77708,Agriculture,388.51,2.7,14.8,Bareland,3,3,8.28
393,"Monday, January 28, 1991",Hadejia,12.287492,8.554924,Agriculture,416.82,2.2,17.1,Built-up,0,1,8.54
394,"Tuesday, January 29, 1991",Hadejia,11.573086,9.128776,Agriculture,234.27,2.2,16.3,Bareland,0,1,8.54
395,"Wednesday, January 30, 1991",Hadejia,12.691274,9.617065,Forest,365.43,1.7,18.8,Built-up,2,2,8.64
396,"Thursday, January 31, 1991",Hadejia,12.224497,8.097296,Agriculture,69.09,2.1,17.6,Forest,2,1,8.47
397,"Friday, February 1, 1991",Hadejia,11.845229,8.451799,Built-up,461.7,2.2,16.4,Built-up,3,1,8.54
398,"Saturday, February 2, 1991",Hadejia,12.568506,9.839754,Forest,377.76,2.7,16.9,Wetland,1,1,8.5
399,"Sunday, February 3, 1991",Hadejia,12.424957,8.943803,Agriculture,84.15,1.9,19,Agriculture,1,3,8.5
400,"Monday, February 4, 1991",Hadejia,11.988828,9.872353,Grassland,323.41,2.3,15.3,Built-up,2,2,8.24
401,"Tuesday, February 5, 1991",Hadejia,11.632664,8.879341,Bare Land,118.5,2.3,19.2,Bareland,3,1,8.43
402,"Wednesday, February 6, 1991",Hadejia,12.126068,8.607944,Forest,57.04,2.5,19.1,Built-up,2,2,8.43
403,"Thursday, February 7, 1991",Hadejia,12.614569,9.006377,Built-up,50.47,2.2,13.3,Built-up,1,0,8.43
404,"Friday, February 8, 1991",Hadejia,11.391836,9.708448,Water Body,198.56,2.5,14.3,Forest,2,1,8.44
405,"Saturday, February 9, 1991",Hadejia,12.257448,8.245881,Bare Land,318.34,2.4,14,Agriculture,1,3,8.66
406,"Sunday, February 10, 1991",Hadejia,11.847295,9.431202,Built-up,465.39,2.1,18.3,Forest,1,0,8.77
407,"Monday, February 11, 1991",Hadejia,11.229351,9.958536,Grassland,474.44,2,16.4,Agriculture,1,2,8.77
408,"Tuesday, February 12, 1991",Hadejia,12.684217,8.279543,Bare Land,67.48,2.9,15.8,Agriculture,0,0,8.58
409,"Wednesday, February 13, 1991",Hadejia,12.949762,9.378092,Agriculture,335.48,2.1,18.6,Bareland,0,4,8.48
410,"Thursday, February 14, 1991",Hadejia,12.277052,9.983374,Bare Land,91.87,1.8,16.8,Forest,2,1,8.52
411,"Friday, February 15, 1991",Hadejia,12.425852,9.429851,Grassland,248.21,2.2,17.9,Built-up,1,2,8.59
412,"Saturday, February 16, 1991",Hadejia,12.358888,9.848529,Agriculture,392.84,2.1,14.1,Wetland,0,2,8.36
413,"Sunday, February 17, 1991",Hadejia,11.255352,8.349392,Grassland,19.91,1.9,16.2,Wetland,2,2,8.34
414,"Monday, February 18, 1991",Hadejia,11.503428,9.040884,Bare Land,276.26,2.3,21.3,Bareland,2,2,8.43
415,"Tuesday, February 19, 1991",Hadejia,11.334678,9.68126,Bare Land,168.1,2.4,14.9,Bareland,2,0,8.5
416,"Wednesday, February 20, 1991",Hadejia,12.47438,8.660889,Water Body,268.07,1.7,17.3,Bareland,2,2,8.5
417,"Thursday, February 21, 1991",Hadejia,12.813878,8.358651,Water Body,178.89,2.3,14.4,Bareland,2,1,8.62
418,"Friday, February 22, 1991",Hadejia,12.576618,8.801668,Agriculture,183.32,2.5,16.2,Forest,3,1,8.69
419,"Saturday, February 23, 1991",Hadejia,11.265151,9.504716,Grassland,57.33,2,18,Agriculture,1,1,9.02
420,"Sunday, February 24, 1991",Hadejia,12.042617,9.036253,Water Body,57.95,1.9,15.2,Built-up,2,2,8.93
421,"Monday, February 25, 1991",Hadejia,12.244367,9.654735,Grassland,107.97,2,17.5,Built-up,3,1,8.94
422,"Tuesday, February 26, 1991",Hadejia,12.49746,9.72521,Forest,226.07,2.1,17.5,Forest,1,3,8.87
423,"Wednesday, February 27, 1991",Hadejia,12.03513,9.951331,Water Body,47.86,2.3,18.4,Built-up,0,2,8.87
424,"Thursday, February 28, 1991",Hadejia,12.814432,9.769749,Forest,168.85,2,14.1,Wetland,2,2,8.7
425,"Friday, March 1, 1991",Hadejia,11.35982,9.93492,Bare Land,90,2.2,16,Built-up,3,3,8.42
426,"Saturday, March 2, 1991",Hadejia,12.151825,8.816753,Grassland,90.62,2.2,16.4,Agriculture,0,0,8.1
427,"Sunday, March 3, 1991",Hadejia,11.945955,9.835635,Bare Land,238.77,2.3,15.6,Built-up,3,1,8.2
428,"Monday, March 4, 1991",Hadejia,12.318686,8.130921,Built-up,82.9,1.9,18.4,Agriculture,1,2,8.1
429,"Tuesday, March 5, 1991",Hadejia,11.899976,8.273386,Grassland,171.58,2,15.4,Bareland,1,1,8.39
430,"Wednesday, March 6, 1991",Hadejia,12.57439,8.814043,Water Body,140.74,2.1,18.9,Forest,0,1,8.48
431,"Thursday, March 7, 1991",Hadejia,11.625673,9.720799,Built-up,170.09,2.8,12.8,Wetland,3,1,8.48
432,"Friday, March 8, 1991",Hadejia,12.945855,8.564897,Built-up,473.69,2.6,18.6,Built-up,2,1,8.52
433,"Saturday, March 9, 1991",Hadejia,12.604269,9.769417,Water Body,93.34,2.2,14.1,Wetland,2,3,8.52
434,"Sunday, March 10, 1991",Hadejia,12.324527,8.257249,Built-up,456.52,1.8,17.5,Built-up,0,2,8.41
435,"Monday, March 11, 1991",Hadejia,12.778124,9.944795,Bare Land,64.18,2.5,18.8,Bareland,0,2,8.41
436,"Tuesday, March 12, 1991",Hadejia,12.219925,9.327254,Bare Land,216.91,2.6,17.2,Agriculture,0,1,8.13
437,"Wednesday, March 13, 1991",Hadejia,12.140329,9.982041,Grassland,421.95,2.2,13.9,Forest,3,2,8.18
438,"Thursday, March 14, 1991",Hadejia,12.434059,8.121222,Water Body,59.36,2.1,21.4,Forest,2,3,8.25
439,"Friday, March 15, 1991",Hadejia,11.300647,9.288395,Bare Land,335.57,2.1,12.1,Wetland,2,1,8.32
440,"Saturday, March 16, 1991",Hadejia,12.251864,9.986048,Water Body,334.79,2.5,15.4,Agriculture,2,1,8.47
441,"Sunday, March 17, 1991",Hadejia,11.500383,8.541221,Agriculture,291.44,2.5,15.9,Forest,0,4,8.47
442,"Monday, March 18, 1991",Hadejia,11.876737,9.857118,Water Body,34.23,1.9,14.5,Wetland,2,2,8.52
